id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
877862,4638933,within an hour,100%,100%,Bellingen,-30.45387,152.89347,Entire guesthouse,Entire home/apt,2,1 bath,1.0,"[""Coffee maker"", ""Iron"", ""Breakfast"", ""Laundromat nearby"", ""Shampoo"", ""Hot water kettle"", ""Books and reading material"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Conditioner"", ""Hot water"", ""Clothing storage: wardrobe"", ""TV"", ""Free parking on premises"", ""Fire extinguisher"", ""Kitchen"", ""Dishes and silverware"", ""Portable fans"", ""Shared outdoor pool - available all year, open 24 hours"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Garden view"", ""Microwave"", ""Toaster"", ""Outdoor furniture"", ""Cleaning products"", ""Coffee"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Pool view"", ""Hair dryer"", ""Free street parking""]",$140.00,361,23,2,2013-03-25,2024-03-28,4.67,4.87,4.74,4.93,4.92,4.92,4.74,2.68,mid_north_nsw
890813,4731330,within an hour,100%,100%,Coffs Harbour,-30.14909,152.84119,Entire cabin,Entire home/apt,4,1.5 baths,6.0,"[""Self check-in"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Dedicated workspace"", ""Refrigerator"", ""BBQ grill"", ""Essentials"", ""Heating"", ""Private patio or balcony"", ""Hot water"", ""Free parking on premises"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Outdoor dining area"", ""Mountain view"", ""Smart lock"", ""Fire pit"", ""Stainless steel gas stove"", ""Cooking basics"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace: wood-burning""]",$129.00,87,4,0,2013-02-14,2024-02-23,4.88,4.86,4.56,4.98,4.94,4.84,4.86,0.64,mid_north_nsw
909050,4873960,within a few hours,100%,80%,Bellingen,-30.477,153.00113,Entire rental unit,Entire home/apt,4,1 bath,2.0,"[""Private pool - available all year, open 24 hours, pool toys, saltwater"", ""BBQ grill: gas"", ""Single oven"", ""Iron"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Breakfast"", ""Self check-in"", ""Laundromat nearby"", ""Heating - split type ductless system"", ""Shampoo"", ""Dedicated workspace"", ""Hot water kettle"", ""Building staff"", ""Books and reading material"", ""Shower gel"", ""Refrigerator"", ""Coffee maker: drip coffee maker, espresso machine"", ""Dining table"", ""Essentials"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Courtyard view"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Sun loungers"", ""Stove"", ""AC - split type ductless system"", ""Free parking on premises"", ""Beach essentials"", ""Kitchen"", ""Barbecue utensils"", ""Dishes and silverware"", ""Mountain view"", ""Outdoor dining area"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Garden view"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Cleaning products"", ""Coffee"", ""Outdoor furniture"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Pool view"", ""Hair dryer"", ""Valley view"", ""Room-darkening shades"", ""Hammock"", ""42 inch HDTV with standard cable, Netflix, DVD player""]",$220.00,132,4,0,2013-04-06,2024-02-19,4.93,4.93,4.92,4.99,4.98,4.95,4.87,0.98,mid_north_nsw
915248,4759979,within an hour,100%,62%,Mid-Coast,-32.37832,152.5124,Entire home,Entire home/apt,8,2 baths,5.0,"[""Dishwasher"", ""Coffee maker"", ""BBQ grill: gas"", ""Oven"", ""Iron"", ""Self check-in"", ""Lake view"", ""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Books and reading material"", ""Shower gel"", ""Refrigerator"", ""Dining table"", ""Ceiling fan"", ""Essentials"", ""Sony Bluetooth sound system"", ""Dryer"", ""Heating"", ""Wine glasses"", ""Patio or balcony"", ""Freezer"", ""Backyard"", ""Conditioner"", ""Hot water"", ""Stove"", ""Clothing storage: wardrobe"", ""Pets allowed"", ""Free parking on premises"", ""Lockbox"", ""Kitchen"", ""Barbecue utensils"", ""Dishes and silverware"", ""Blender"", ""Outdoor dining area"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Shared beach access"", ""Bathtub"", ""Washer"", ""Coffee"", ""Outdoor furniture"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking"", ""Room-darkening shades""]",$249.00,183,14,2,2013-04-04,2024-04-09,4.79,4.84,4.72,4.91,4.89,4.84,4.73,1.36,mid_north_nsw
915460,4912006,within an hour,100%,100%,Coffs Harbour,-30.07868,153.20129,Entire cabin,Entire home/apt,4,1 bath,3.0,"[""Dishwasher"", ""Waterfront"", ""Luggage dropoff allowed"", ""Iron"", ""Coffee maker: Nespresso, pour-over coffee"", ""Self check-in"", ""Laundromat nearby"", ""Sukin body soap"", ""Dedicated workspace"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Baking sheet"", ""Artusi stainless steel oven"", ""Hot water kettle"", ""Private backyard \u2013 Not fully fenced"", ""Free driveway parking on premises \u2013 4 spaces"", ""Shower gel"", ""Dining table"", ""BBQ grill"", ""Ceiling fan"", ""Essentials"", ""Free dryer \u2013 In unit"", ""Samsung refrigerator"", ""Wine glasses"", ""Single level home"", ""Boat slip"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Radiant heating"", ""Hot water"", ""Drying rack for clothing"", ""Outdoor shower"", ""Clothing storage: wardrobe"", ""Board games"", ""Pets allowed"", ""Beach access \u2013 Beachfront"", ""Lockbox"", ""Ethernet connection"", ""Fire extinguisher"", ""Kitchen"", ""Barbecue utensils"", ""Free washer \u2013 In unit"", ""Central heating"", ""Dishes and silverware"", ""Chef electric stove"", ""Outdoor dining area"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Outdoor furniture"", ""Coffee"", ""Long term stays allowed"", ""HDTV"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking"", ""Hammock""]",$295.00,624,34,3,2013-06-06,2024-04-14,4.86,4.89,4.9,4.97,4.97,4.94,4.77,4.72,mid_north_nsw
931662,4581245,within an hour,100%,94%,Coffs Harbour,-30.29973,153.12228,Entire guesthouse,Entire home/apt,4,1 bath,3.0,"[""Exercise equipment: yoga mat"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""50 inch HDTV with Netflix"", ""Self check-in"", ""Fast wifi \u2013 56 Mbps"", ""Shampoo"", ""Free washer \u2013 In building"", ""Dedicated workspace"", ""Hot water kettle"", ""Baking sheet"", ""Books and reading material"", ""Shower gel"", ""Dining table"", ""Ceiling fan"", ""Essentials"", ""Heating"", ""Wine glasses"", ""Courtyard view"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Private entrance"", ""Private patio or balcony"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Children\u2019s dinnerware"", ""Clothing storage: wardrobe"", ""Board games"", ""AC - split type ductless system"", ""Electric stove"", ""Free parking on premises"", ""Lockbox"", ""Ethernet connection"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Outdoor dining area"", ""Cooking basics"", ""Bed linens"", ""Body soap"", ""Garden view"", ""Extra pillows and blankets"", ""Microwave"", ""Mini fridge"", ""Cleaning products"", ""Toaster"", ""Coffee"", ""Shared beach access"", ""Outdoor furniture"", ""Piano"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking"", ""Room-darkening shades""]",$150.00,28,7,1,2018-01-01,2024-03-19,4.82,4.89,4.96,4.96,4.93,4.93,4.79,0.37,mid_north_nsw
965170,4252834,within a few hours,100%,87%,Mid-Coast,-32.30797,152.32641,Entire home,Entire home/apt,8,4 baths,1.0,"[""Dishwasher"", ""Ecobrand non toxic conditioner"", ""Eco brand non toxic body soap"", ""Coffee maker"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Private BBQ grill: gas"", ""Shampoo"", ""Free washer \u2013 In building"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hot water kettle"", ""Baking sheet"", ""Books and reading material"", ""Shower gel"", ""Refrigerator"", ""Indoor fireplace: wood-burning"", ""Portable heater"", ""Dining table"", ""Essentials"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""Wine glasses"", ""Patio or balcony"", ""Freezer"", ""Private entrance"", ""Backyard"", ""B&O sound system with Bluetooth and aux"", ""Hot water"", ""Drying rack for clothing"", ""Sun loungers"", ""Stove"", ""Pets allowed"", ""Free parking on premises"", ""Fire extinguisher"", ""Beach essentials"", ""Kitchen"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Private pool"", ""Outdoor dining area"", ""Lake access"", ""Cleaning available during stay"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden view"", ""HDTV with standard cable"", ""Microwave"", ""Toaster"", ""Cleaning products"", ""Bathtub"", ""Coffee"", ""Shared beach access"", ""Outdoor furniture"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking"", ""Valley view"", ""Private outdoor kitchen""]",$511.00,109,5,1,2013-04-22,2024-04-01,4.81,4.86,4.77,4.97,4.92,4.86,4.8,0.81,mid_north_nsw
1074357,5257735,within an hour,100%,97%,Coffs Harbour,-30.37244,153.10111,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Coffee maker"", ""Luggage dropoff allowed"", ""Iron"", ""Breakfast"", ""Self check-in"", ""Shampoo"", ""Dedicated workspace"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Bay view"", ""Private patio or balcony"", ""Private entrance"", ""Hot water"", ""AC - split type ductless system"", ""Free parking on premises"", ""Lockbox"", ""Sea view"", ""HDTV with Netflix, Chromecast"", ""Dishes and silverware"", ""Wifi \u2013 45 Mbps"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Outdoor furniture"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking""]",$214.00,180,20,1,2016-11-05,2024-04-01,4.95,4.97,4.99,5.0,5.0,4.99,4.86,1.98,mid_north_nsw
1087566,5978247,within an hour,100%,100%,Bellingen,-30.49528248660337,153.01813814403596,Entire guesthouse,Entire home/apt,2,1 bath,1.0,"[""Dishwasher"", ""Pool"", ""Luggage dropoff allowed"", ""Iron"", ""Breakfast"", ""Self check-in"", ""Shampoo"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Wine glasses"", ""Clothing storage"", ""Private patio or balcony"", ""Private entrance"", ""Backyard"", ""Hot water"", ""Stove"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Lockbox"", ""Beach essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hot tub"", ""Cooking basics"", ""Bed linens"", ""Extra pillows and blankets"", ""Microwave"", ""Toaster"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",$147.00,965,126,6,2013-04-29,2024-04-11,4.91,4.94,4.94,4.97,4.94,4.88,4.84,7.22,mid_north_nsw
1142327,5994068,within an hour,100%,100%,Port Macquarie-Hastings,-31.44908,152.92804,Entire home,Entire home/apt,9,2 baths,1.0,"[""Dishwasher"", ""Coffee maker"", ""Oven"", ""Iron"", ""Self check-in"", ""Dedicated workspace"", ""Shampoo"", ""Refrigerator"", ""BBQ grill"", ""Essentials"", ""Dryer"", ""Heating"", ""Patio or balcony"", ""Backyard"", ""Hot water"", ""Stove"", ""Crib"", ""AC - split type ductless system"", ""Pets allowed"", ""TV"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Lockbox"", ""High chair"", ""Kitchen"", ""Dishes and silverware"", ""Outdoor dining area"", ""Cooking basics"", ""Garden view"", ""Microwave"", ""Outdoor furniture"", ""Washer"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Free street parking"", ""Courtyard view""]",$495.00,503,62,2,2013-06-07,2024-03-29,4.77,4.83,4.81,4.85,4.87,4.83,4.74,3.8,mid_north_nsw
1160234,6314820,within an hour,100%,100%,Mid-Coast,-32.38553,152.50307,Entire home,Entire home/apt,6,1.5 baths,4.0,"[""Dishwasher"", ""Sound system"", ""Iron"", ""Oven"", ""Coffee maker: espresso machine"", ""Self check-in"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Baking sheet"", ""Hot water kettle"", ""Books and reading material"", ""Refrigerator"", ""Dining table"", ""BBQ grill"", ""Essentials"", ""Single level home"", ""Heating"", ""Wine glasses"", ""Freezer"", ""Private patio or balcony"", ""Hot water"", ""Drying rack for clothing"", ""Stove"", ""Clothing storage: wardrobe"", ""Crib"", ""TV"", ""Air conditioning"", ""Free parking on premises"", ""Lockbox"", ""Organic Shea Butter Soap body soap"", ""Fire extinguisher"", ""High chair"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Outdoor dining area"", ""Fire pit"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden view"", ""Microwave"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Cleaning products"", ""Washer"", ""Coffee"", ""Outdoor furniture"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Indoor fireplace"", ""Hair dryer"", ""Free street parking""]",$414.00,266,4,0,2014-03-01,2024-01-08,4.67,4.77,4.55,4.93,4.8,4.8,4.57,2.16,mid_north_nsw
